Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"モノローグ","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603537","7pxmNmxH64zk6rK57GWvWk"
"ルラ","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603538","7nIxmFQap8lKGlUKuFUJEl"
"三月と狼少年","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603539","632iekNTsn5sSf4tkLyJjj"
"歌う睡蓮","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603540","6KxeYKUYIlbvHqai06MNTw"
"花降らし","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603541","4jep6f5kHOocnfxxyrRCu4"
"落花","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603542","4UZ4TZKOvlsRAtCYDoYl8s"
"泣いた振りをした","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603543","5w8WRam0OGK8MVgcB3KUaG"
"白ゆき","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603544","5wU8nBJow5rQQWSkLpOtv7"
"ラプンツェル","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603545","35FGdwyP86tUBRXLNGbUlG"
"落陽","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603546","33BzZdXsG8HuTTvcuXzegm"
"白ゆきの独白","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603547","3vP9ULNKd5Y9MSjeB7cSw2"
"セロ弾き群青","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603548","7qGDrYLNQtydaq4YnVpxWo"
"それでもいいよ。","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603549","0A2h8vGiOxM9RcbHOoHVA9"
"かぐや","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603550","48SGMdtOQVDd6TWPEg0qhp"
"エピローグ","n-buna","月を歩いている","月を歩いている","Playlist","JPA651603551","6aZcxYWNOT8wPP3UyCNjVQ"
