Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"音楽泥棒の自白","ヨルシカ","盗作","盗作","Playlist","JPPO02001729","6nLZy0j7qHm88glCrmJXU4"
"昼鳶","ヨルシカ","盗作","盗作","Playlist","JPPO02001730","4MEr1Y8pLCtZ4gW5MriwB9"
"春ひさぎ","ヨルシカ","盗作","盗作","Playlist","JPPO02001467","5SsPAOA11rQQdV4hSeOlpI"
"爆弾魔 - Re-Recording","ヨルシカ","盗作","盗作","Playlist","JPPO02001731","4wufVE3ELYSfNRBIjvSi5D"
"青年期、空き巣","ヨルシカ","盗作","盗作","Playlist","JPPO02001732","3YkfVM4lIT6kJHgiiHg00A"
"レプリカント","ヨルシカ","盗作","盗作","Playlist","JPPO02001733","4QJndoYmN9io3P7l3dAGyt"
"花人局","ヨルシカ","盗作","盗作","Playlist","JPPO02001734","5nvA0EX0Itao5I6t89A7X2"
"朱夏期、音楽泥棒","ヨルシカ","盗作","盗作","Playlist","JPPO02001735","4iStC23BqfDS3TKZsKR5Ep"
"盗作","ヨルシカ","盗作","盗作","Playlist","JPPO02001736","0k0zcBRE3StKssNhEF86rW"
"思想犯","ヨルシカ","盗作","盗作","Playlist","JPPO02001698","5o3LSzu8xCMDpbAwm4dZ46"
"逃亡","ヨルシカ","盗作","盗作","Playlist","JPPO02001737","444TdAemfLOz77t9dlCeAa"
"幼年期、思い出の中","ヨルシカ","盗作","盗作","Playlist","JPPO02001738","7fgFJx02miHDqWFdvpC95M"
"夜行","ヨルシカ","盗作","盗作","Playlist","JPPO02000003","1srR6pbN1YCtIulufVNeMZ"
"花に亡霊","ヨルシカ","盗作","盗作","Playlist","JPPO02001032","3FUqp10RhCmMjyyB9extmo"
