Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"もうじき夏が終わるから","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503173","2KcfnBzXFXjwiElLhPZQxr"
"無人駅","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503174","2W2GLm1UcePdRVrhyvWb4W"
"始発とカフカ","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503175","3bIbUCSuc2sDZaJGPgM4Pb"
"ウミユリ海底譚","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503176","7d66NXUtZmUpHKYMgk9Q77"
"昼青","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503177","79kxdOOFGJ8ueBzwzDe6qR"
"拝啓、夏に溺れる","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503178","3wuHKpT80IB8vUUXbmxEw5"
"ヒグレギ","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503179","4QBbDj5DCCOcCL1qtvzJXG"
"透明エレジー","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503180","7wvqz5HnqDkih9MrERtNhz"
"夜祭前に","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503181","1fjecvMOCkLDi1CKcM5gBK"
"メリュー","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503182","6x8iT2f5PiUlWVyV1Y2Wjs"
"着火、カウントダウン","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503183","5s3OPOmhYYCGaV1KoPa7Um"
"敬具","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503184","69khYin75e5Y4EX9g9eLTe"
"ずっと空を見ていた","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503185","0Br0hSqwQfEXix6ZSiVZSq"
"夜明けと蛍","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503186","7zzMTPHYh2ntj2PLQyvrng"
"花と水飴、最終電車","n-buna","花と水飴、最終電車","花と水飴、最終電車","Playlist","JPA651503187","7tNejB2WJXx19LXByfvNYR"
