Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"夏陰、ピアノを弾く","ヨルシカ","夏草が邪魔をする","夏草が邪魔をする","Playlist","JPA651703788","2PZR7FcWfSTlXr5lQgVZKd"
"カトレア","ヨルシカ","夏草が邪魔をする","夏草が邪魔をする","Playlist","JPA651703789","4AK6TjpIybCTe1QphPXFn9"
"言って。","ヨルシカ","夏草が邪魔をする","夏草が邪魔をする","Playlist","JPA651703790","6z1TvLTR0oOsWSJfDrERmj"
"あの夏に咲け","ヨルシカ","夏草が邪魔をする","夏草が邪魔をする","Playlist","JPA651703791","4Z8WSP6i30vg05WTDyvw0X"
"飛行","ヨルシカ","夏草が邪魔をする","夏草が邪魔をする","Playlist","JPA651703792","2BKnDjJA2uystZA6TciFVE"
"靴の花火","ヨルシカ","夏草が邪魔をする","夏草が邪魔をする","Playlist","JPA651703793","5mOOwyOGev9frlXm5NDEQy"
"雲と幽霊","ヨルシカ","夏草が邪魔をする","夏草が邪魔をする","Playlist","JPA651703794","469v6OYBSwcdGRTTvj37ps"
