Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"What A Wonderful World","Louis Armstrong","What A Wonderful World","What A Wonderful World","Playlist","USMC16758823","29U7stRjqHU6rMiS8BfaI9"
"Cabaret - Single Version","Louis Armstrong","What A Wonderful World","What A Wonderful World","Playlist","USMC16714209","77LwwnpmNJ4mU1yEzK0pf8"
"The Home Fire","Louis Armstrong","What A Wonderful World","What A Wonderful World","Playlist","USMC17615280","0ctsFiWScfDEQqpH03tTrh"
"Dream A Little Dream Of Me","Louis Armstrong","What A Wonderful World","What A Wonderful World","Playlist","USMC15015276","3HuJDcOWx0gE9Yng2uWY7K"
"Give Me Your Kisses","Louis Armstrong","What A Wonderful World","What A Wonderful World","Playlist","USMC19915279","4yUtq7b6NX0zDGKUsgQIzG"
"The Sunshine Of Love - Single Version","Louis Armstrong's Orchestra And Chorus","What A Wonderful World","What A Wonderful World","Playlist","USMC17615206","5xhQZMA5Jr34h2Q5Bit6xl"
"Hello Brother - Single Version","Louis Armstrong","What A Wonderful World","What A Wonderful World","Playlist","USMC19915281","0bhczlo67Yc6LqMWYqDHyo"
"There Must Be A Way","Louis Armstrong","What A Wonderful World","What A Wonderful World","Playlist","USMC19915277","7BFNrhD0hSlJwP4GYmxrU6"
"Fantastic, That's You","Louis Armstrong","What A Wonderful World","What A Wonderful World","Playlist","USMC17615282","0SyYvxTKhF3fMxYBz3Zmdm"
"I Guess I'll Get The Papers And Go Home","Louis Armstrong","What A Wonderful World","What A Wonderful World","Playlist","USMC16815278","4wembAniJ3wzeuDtYO3OQv"
"Hellzapoppin' - Single Version","Louis Armstrong","What A Wonderful World","What A Wonderful World","Playlist","USMC19914208","3QhyWBDmYmy0PLLxCSqu6y"
