Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Bridge Over Troubled Water","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16900808","6l8EbYRtQMgKOyc1gcDHF9"
"El Condor Pasa (If I Could)","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16900182","1eN42Q7IWRzRBq8eW2Y2TE"
"Cecilia","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16900181","6QhXQOpyYvbpdbyjgAqKdY"
"Keep the Customer Satisfied","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16900178","4uIjNF84ZbteunNMxr4Xc0"
"So Long, Frank Lloyd Wright","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16900179","4zYloXZV6NwiwXenBTc9DI"
"The Boxer","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16900831","76TZCvJ8GitQ2FA1q5dKu0"
"Baby Driver","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16900175","5Bh8l8evdBSIoaK6EP1bWI"
"The Only Living Boy in New York","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16900185","5MbXzXGbqobR8xPVPs8OXA"
"Why Don't You Write Me","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16900176","0nNI8eyMjDGjPDuQq87aJb"
"Bye Bye Love - Live at Memorial Auditorium, Burlington, VT - October 1968","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16800254","1tk4uuDWxk0DTx2X5rGSxe"
"Song for the Asking","Simon & Garfunkel","Bridge Over Troubled Water","Bridge Over Troubled Water","Playlist","USSM16900180","5t9rkF7g7zIU1NFyrSJaQl"
