Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Wanna Be Startin' Somethin'","Michael Jackson","Thriller","Thriller","Playlist","USSM19902986","1hu2s7qkm5bo03eODpRQO3"
"Baby Be Mine","Michael Jackson","Thriller","Thriller","Playlist","USSM19902987","6XYbMGvtl6tlPoGWaiH7EY"
"The Girl Is Mine (with Paul McCartney)","Michael Jackson","Thriller","Thriller","Playlist","USSM19902988","4IT6vDuKprKl6jyVndlY8V"
"Thriller","Michael Jackson","Thriller","Thriller","Playlist","USSM19902989","2LlQb7Uoj1kKyGhlkBf9aC"
"Beat It","Michael Jackson","Thriller","Thriller","Playlist","USSM19902990","3BovdzfaX4jb5KFQwoPfAw"
"Billie Jean","Michael Jackson","Thriller","Thriller","Playlist","USSM19902991","7J1uxwnxfQLu4APicE5Rnj"
"Human Nature","Michael Jackson","Thriller","Thriller","Playlist","USSM19902992","4cgjA7B4fJBHyB9Ya2bu0t"
"P.Y.T. (Pretty Young Thing)","Michael Jackson","Thriller","Thriller","Playlist","USSM19902993","1CgmY8fVN7kstVDZmsdM5k"
"The Lady in My Life","Michael Jackson","Thriller","Thriller","Playlist","USSM19902994","07L1pzoVerhRSSaDGZHrKy"
