Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"夜曲","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500903","1oLmDOpJtIMFdRFBXdnOvj"
"藍色風暴","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500904","5lGuyPsbab1U87MBGGuOTa"
"髮如雪","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500905","0GvxoZAzrqS7bFEHFHsfd4"
"黑色毛衣","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500906","5nfNIDpLLSettH57xEKknm"
"四面楚歌","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500907","3SgyeexF3flz7QzWpCPpiB"
"楓","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500908","1pALOIA4ytESmhl7Fxjdic"
"浪漫手機","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500909","1yLMAXDPaiAc99lz1m6KCJ"
"逆鱗","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500910","0nDlrHOaJiJlrI9bfbsgET"
"麥芽糖","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500911","64qwPubLYXRQNEYSeSFBg6"
"珊瑚海","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500912","3Qj9Fy8BPbWmICTiNkuqB7"
"飄移","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500901","719eTLJUoSSjY9qmCrt1eh"
"一路向北","Jay Chou","11月的蕭邦","11月的蕭邦","Playlist","TWK970500902","7KoqEF76fGnDYdxTSHLxcm"
